"id","flight_number","date","from_city","airport_out_code","to_city","airport_to_code","scheduled_time_of_departure","actual_time_of_departure","flight_time","landed_time","scheduled_time_of_arrival","aircraft_code","aircraft_model","date_of_load"
1343,"EK9","2025-01-03","Dubai ","DXB","London ","LGW","14:25","15:22","7:36","18:58","18:25","A6-EUZ","Airbus A380-842","2025-01-10 00:00:00"
1344,"EK377","2025-01-09","Bangkok ","BKK","Dubai ","DXB","02:00","02:19","6:35","05:54","06:00","A6-EVA","Airbus A380-842","2025-01-10 00:00:00"
1345,"EK376","2025-01-08","Dubai ","DXB","Bangkok ","BKK","03:50","05:04","5:23","13:28","12:55","A6-EVA","Airbus A380-842","2025-01-10 00:00:00"
1346,"EK40","2025-01-08","Birmingham ","BHX","Dubai ","DXB","13:40","14:07","6:31","00:38","00:45","A6-EVA","Airbus A380-842","2025-01-10 00:00:00"
1347,"EK39","2025-01-08","Dubai ","DXB","Birmingham ","BHX","07:40","08:20","7:21","11:41","11:40","A6-EVA","Airbus A380-842","2025-01-10 00:00:00"
1348,"EK704","2025-01-07","Port Louis ","MRU","Dubai ","DXB","22:30","22:31","6:05","04:36","05:05","A6-EVA","Airbus A380-842","2025-01-10 00:00:00"
1349,"EK703","2025-01-07","Dubai ","DXB","Port Louis ","MRU","10:00","11:11","6:03","17:14","16:40","A6-EVA","Airbus A380-842","2025-01-10 00:00:00"
1610,"EK9916","2025-01-06","Amsterdam ","AMS","Dubai ","DWC","11:45","12:06","6:21","21:27","21:25","A6-EFO","Boeing 777-F1H","2025-01-10 00:00:00"
1350,"EK369","2025-01-06","Denpasar ","DPS","Dubai ","DXB","19:50","20:06","9:10","01:15","01:10","A6-EVA","Airbus A380-842","2025-01-10 00:00:00"
1351,"EK368","2025-01-05","Dubai ","DXB","Denpasar ","DPS","03:25","04:17","8:14","16:31","16:30","A6-EVA","Airbus A380-842","2025-01-10 00:00:00"
1352,"EK40","2025-01-05","Birmingham ","BHX","Dubai ","DXB","13:40","15:20","6:06","01:26","00:45","A6-EVA","Airbus A380-842","2025-01-10 00:00:00"
1353,"EK39","2025-01-05","Dubai ","DXB","Birmingham ","BHX","07:40","08:39","7:40","12:19","11:40","A6-EVA","Airbus A380-842","2025-01-10 00:00:00"
1354,"EK48","2025-01-03","Frankfurt ","FRA","Dubai ","DXB","21:10","22:43","5:20","07:03","06:40","A6-EVA","Airbus A380-842","2025-01-10 00:00:00"
1355,"EK47","2025-01-03","Dubai ","DXB","Frankfurt ","FRA","15:15","16:05","6:35","19:40","19:20","A6-EVA","Airbus A380-842","2025-01-10 00:00:00"
1356,"EK806","2025-01-10","Jeddah ","JED","Dubai ","DXB","11:10","12:00","2:10","15:10","15:00","A6-EVB","Airbus A380-842","2025-01-10 00:00:00"
1357,"EK805","2025-01-10","Dubai ","DXB","Jeddah ","JED","07:05","08:06","2:42","09:48","09:20","A6-EVB","Airbus A380-842","2025-01-10 00:00:00"
1358,"EK28","2025-01-09","Glasgow ","GLA","Dubai ","DXB","13:25","13:48","6:44","00:33","00:55","A6-EVB","Airbus A380-842","2025-01-10 00:00:00"
1359,"EK27","2025-01-09","Dubai ","DXB","Glasgow ","GLA","07:20","07:46","7:34","11:20","11:35","A6-EVB","Airbus A380-842","2025-01-10 00:00:00"
1360,"EK10","2025-01-07","London ","LGW","Dubai ","DXB","20:25","21:11","6:16","07:28","07:20","A6-EVB","Airbus A380-842","2025-01-10 00:00:00"
1361,"EK9","2025-01-07","Dubai ","DXB","London ","LGW","14:25","14:54","7:07","18:01","18:25","A6-EVB","Airbus A380-842","2025-01-10 00:00:00"
1362,"EK20","2025-01-06","Manchester ","MAN","Dubai ","DXB","20:40","22:10","6:45","08:56","07:55","A6-EVB","Airbus A380-842","2025-01-10 00:00:00"
1363,"EK19","2025-01-06","Dubai ","DXB","Manchester ","MAN","14:30","14:51","7:29","18:20","18:40","A6-EVB","Airbus A380-842","2025-01-10 00:00:00"
1364,"EK20","2025-01-05","Manchester ","MAN","Dubai ","DXB","20:40","22:22","6:25","08:48","07:55","A6-EVB","Airbus A380-842","2025-01-10 00:00:00"
1365,"EK19","2025-01-05","Dubai ","DXB","Manchester ","MAN","14:30","15:35","7:46","19:21","18:40","A6-EVB","Airbus A380-842","2025-01-10 00:00:00"
1366,"EK377","2025-01-04","Bangkok ","BKK","Dubai ","DXB","02:00","03:44","6:16","07:00","06:00","A6-EVB","Airbus A380-842","2025-01-10 00:00:00"
1367,"EK376","2025-01-03","Dubai ","DXB","Bangkok ","BKK","03:50","04:43","5:34","13:17","12:55","A6-EVB","Airbus A380-842","2025-01-10 00:00:00"
1368,"EK140","2025-01-03","Prague ","PRG","Dubai ","DXB","14:45","15:35","5:07","23:42","23:40","A6-EVB","Airbus A380-842","2025-01-10 00:00:00"
1369,"EK409","2025-01-09","Melbourne ","MEL","Dubai ","DXB","06:15","06:33","13:39","13:12","13:10","A6-EVC","Airbus A380-842","2025-01-10 00:00:00"
1370,"EK408","2025-01-08","Dubai ","DXB","Melbourne ","MEL","02:55","03:36","12:45","23:20","23:20","A6-EVC","Airbus A380-842","2025-01-10 00:00:00"
1371,"EK924","2025-01-08","Cairo ","CAI","Dubai ","DXB","19:30","19:51","2:46","00:36","00:40","A6-EVC","Airbus A380-842","2025-01-10 00:00:00"
1372,"EK923","2025-01-08","Dubai ","DXB","Cairo ","CAI","15:00","15:43","3:31","17:15","17:15","A6-EVC","Airbus A380-842","2025-01-10 00:00:00"
1373,"EK409","2025-01-07","Melbourne ","MEL","Dubai ","DXB","06:15","06:42","13:41","13:22","13:10","A6-EVC","Airbus A380-842","2025-01-10 00:00:00"
1374,"EK408","2025-01-06","Dubai ","DXB","Melbourne ","MEL","02:55","03:40","12:38","23:18","23:20","A6-EVC","Airbus A380-842","2025-01-10 00:00:00"
1375,"EK2","2025-01-06","London ","LHR","Dubai ","DXB","13:40","14:21","6:45","01:07","00:40","A6-EVC","Airbus A380-842","2025-01-10 00:00:00"
1376,"EK1","2025-01-06","Dubai ","DXB","London ","LHR","07:45","08:22","7:21","11:43","11:40","A6-EVC","Airbus A380-842","2025-01-10 00:00:00"
1377,"EK413","2025-01-05","Sydney ","SYD","Dubai ","DXB","21:45","18:27","2:46","19:13","05:15","A6-EVC","Airbus A380-842","2025-01-10 00:00:00"
1379,"EK412","2025-01-04","Sydney ","SYD","Christchurch ","CHC","08:45","10:51","13:36","07:27","14:00","A6-EVC","Airbus A380-842","2025-01-10 00:00:00"
1381,"EK4","2025-01-03","London ","LHR","Dubai ","DXB","20:20","22:01","5:58","07:58","07:20","A6-EVC","Airbus A380-842","2025-01-10 00:00:00"
1382,"EK3","2025-01-03","Dubai ","DXB","London ","LHR","14:30","15:24","7:25","18:48","18:20","A6-EVC","Airbus A380-842","2025-01-10 00:00:00"
1383,"EK415","2025-01-09","Sydney ","SYD","Dubai ","DXB","06:00","06:19","13:55","13:15","13:20","A6-EVD","Airbus A380-842","2025-01-10 00:00:00"
1384,"EK414","2025-01-08","Dubai ","DXB","Sydney ","SYD","02:00","02:31","13:01","22:31","22:30","A6-EVD","Airbus A380-842","2025-01-10 00:00:00"
1385,"EK8","2025-01-08","London ","LHR","Dubai ","DXB","09:10","10:05","6:18","20:23","20:00","A6-EVD","Airbus A380-842","2025-01-10 00:00:00"
1386,"EK7","2025-01-07","Dubai ","DXB","London ","LHR","03:10","03:59","7:23","07:23","07:10","A6-EVD","Airbus A380-842","2025-01-10 00:00:00"
1387,"EK262","2025-01-07","Sao Paulo ","GRU","Dubai ","DXB","01:30","02:16","13:25","22:41","22:35","A6-EVD","Airbus A380-842","2025-01-10 00:00:00"
1388,"EK261","2025-01-06","Dubai ","DXB","Sao Paulo ","GRU","09:05","09:56","14:51","17:47","17:35","A6-EVD","Airbus A380-842","2025-01-10 00:00:00"
1389,"EK501","2025-01-05","Mumbai ","BOM","Dubai ","DXB","04:15","04:50","2:47","06:07","06:05","A6-EVD","Airbus A380-842","2025-01-10 00:00:00"
1390,"EK500","2025-01-05","Dubai ","DXB","Mumbai ","BOM","21:40","22:09","2:21","02:00","02:15","A6-EVD","Airbus A380-842","2025-01-10 00:00:00"
1391,"EK226","2025-01-04","San Francisco ","SFO","Dubai ","DXB","15:40","16:07","14:58","19:05","19:25","A6-EVD","Airbus A380-842","2025-01-10 00:00:00"
1392,"EK225","2025-01-04","Dubai ","DXB","San Francisco ","SFO","08:50","09:28","15:18","12:46","12:50","A6-EVD","Airbus A380-842","2025-01-10 00:00:00"
1393,"EK501","2025-01-03","Mumbai ","BOM","Dubai ","DXB","04:15","04:49","2:50","06:09","06:05","A6-EVD","Airbus A380-842","2025-01-10 00:00:00"
1394,"EK500","2025-01-03","Dubai ","DXB","Mumbai ","BOM","21:40","22:15","2:24","02:09","02:15","A6-EVD","Airbus A380-842","2025-01-10 00:00:00"
1395,"EK212","2025-01-03","Houston ","IAH","Dubai ","DXB","19:10","19:43","14:03","19:46","19:45","A6-EVD","Airbus A380-842","2025-01-10 00:00:00"
1396,"EK215","2025-01-09","Dubai ","DXB","Los Angeles ","LAX","08:30","08:57","15:21","12:18","12:45","A6-EVF","Airbus A380-842","2025-01-10 00:00:00"
1397,"EK413","2025-01-08","Sydney ","SYD","Dubai ","DXB","21:45","18:32","2:54","19:26","05:15","A6-EVF","Airbus A380-842","2025-01-10 00:00:00"
1399,"EK412","2025-01-07","Sydney ","SYD","Christchurch ","CHC","08:45","11:43","13:05","07:48","14:00","A6-EVF","Airbus A380-842","2025-01-10 00:00:00"
1401,"EK6","2025-01-06","London ","LHR","Dubai ","DXB","22:00","22:31","6:28","08:59","08:45","A6-EVF","Airbus A380-842","2025-01-10 00:00:00"
1402,"EK5","2025-01-06","Dubai ","DXB","London ","LHR","16:05","16:47","7:06","19:53","20:00","A6-EVF","Airbus A380-842","2025-01-10 00:00:00"
1403,"EK415","2025-01-05","Sydney ","SYD","Dubai ","DXB","06:00","06:21","14:04","13:25","13:20","A6-EVF","Airbus A380-842","2025-01-10 00:00:00"
1404,"EK414","2025-01-04","Dubai ","DXB","Sydney ","SYD","02:00","02:23","13:05","22:28","22:30","A6-EVF","Airbus A380-842","2025-01-10 00:00:00"
1405,"EK904","2025-01-04","Amman ","AMM","Dubai ","DXB","18:30","19:00","2:26","22:27","22:25","A6-EVF","Airbus A380-842","2025-01-10 00:00:00"
1406,"EK903","2025-01-04","Dubai ","DXB","Amman ","AMM","14:15","14:38","3:02","16:40","16:45","A6-EVF","Airbus A380-842","2025-01-10 00:00:00"
1407,"EK204","2025-01-03","New York ","JFK","Dubai ","DXB","10:40","11:19","11:54","08:13","08:10","A6-EVF","Airbus A380-842","2025-01-10 00:00:00"
1408,"EK203","2025-01-02","Dubai ","DXB","New York ","JFK","02:35","03:43","13:41","08:24","08:15","A6-EVF","Airbus A380-842","2025-01-10 00:00:00"
1409,"EK501","2025-01-09","Mumbai ","BOM","Dubai ","DXB","04:15","04:48","3:00","06:17","06:05","A6-EVG","Airbus A380-842","2025-01-10 00:00:00"
1410,"EK500","2025-01-09","Dubai ","DXB","Mumbai ","BOM","21:40","22:12","2:15","01:56","02:15","A6-EVG","Airbus A380-842","2025-01-10 00:00:00"
1411,"EK212","2025-01-09","Houston ","IAH","Dubai ","DXB","19:10","19:29","14:05","19:34","19:45","A6-EVG","Airbus A380-842","2025-01-10 00:00:00"
1611,"EK9916","2025-01-05","Aguadilla ","BQN","Amsterdam ","AMS","19:30","13:46","2:54","17:39","09:05","A6-EFO","Boeing 777-F1H","2025-01-10 00:00:00"
1613,"EK9915","2025-01-05","Mexico City ","NLU","Quito ","UIO","06:10","06:19","4:17","11:36","11:35","A6-EFO","Boeing 777-F1H","2025-01-10 00:00:00"
3232,"EK348","2025-01-10","Singapore ","SIN","Phnom Penh ","PNH","17:25","05:10","6:42","15:52","18:25","A6-EPC","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1412,"EK211","2025-01-08","Dubai ","DXB","Houston ","IAH","09:45","10:37","15:43","16:20","16:20","A6-EVG","Airbus A380-842","2025-01-10 00:00:00"
1413,"EK216","2025-01-06","Los Angeles ","LAX","Dubai ","DXB","15:35","16:03","15:28","19:31","19:30","A6-EVG","Airbus A380-842","2025-01-10 00:00:00"
1414,"EK215","2025-01-06","Dubai ","DXB","Los Angeles ","LAX","08:30","09:02","15:05","12:07","12:45","A6-EVG","Airbus A380-842","2025-01-10 00:00:00"
1415,"EK317","2025-01-05","Osaka ","KIX","Dubai ","DXB","23:30","23:41","10:45","05:26","05:45","A6-EVG","Airbus A380-842","2025-01-10 00:00:00"
1416,"EK316","2025-01-04","Dubai ","DXB","Osaka ","KIX","03:05","03:36","8:20","16:56","17:05","A6-EVG","Airbus A380-842","2025-01-10 00:00:00"
1417,"EK124","2025-01-04","Istanbul ","IST","Dubai ","DXB","16:25","16:47","3:39","21:27","21:50","A6-EVG","Airbus A380-842","2025-01-10 00:00:00"
1418,"EK123","2025-01-04","Dubai ","DXB","Istanbul ","IST","10:15","10:49","4:33","14:23","14:25","A6-EVG","Airbus A380-842","2025-01-10 00:00:00"
1419,"EK319","2025-01-03","Tokyo ","NRT","Dubai ","DXB","22:20","22:58","11:38","05:36","05:30","A6-EVG","Airbus A380-842","2025-01-10 00:00:00"
1420,"EK226","2025-01-08","San Francisco ","SFO","Dubai ","DXB","15:40","16:07","15:14","19:21","19:25","A6-EVH","Airbus A380-842","2025-01-10 00:00:00"
1421,"EK225","2025-01-08","Dubai ","DXB","San Francisco ","SFO","08:50","09:25","15:25","12:50","12:50","A6-EVH","Airbus A380-842","2025-01-10 00:00:00"
1422,"EK413","2025-01-07","Sydney ","SYD","Dubai ","DXB","21:45","18:34","3:05","19:38","05:15","A6-EVH","Airbus A380-842","2025-01-10 00:00:00"
1424,"EK412","2025-01-06","Sydney ","SYD","Christchurch ","CHC","08:45","11:32","13:19","07:51","14:00","A6-EVH","Airbus A380-842","2025-01-10 00:00:00"
1426,"EK6","2025-01-05","London ","LHR","Dubai ","DXB","22:00","22:29","6:11","08:40","08:45","A6-EVH","Airbus A380-842","2025-01-10 00:00:00"
1427,"EK5","2025-01-05","Dubai ","DXB","London ","LHR","16:05","16:26","7:35","20:01","20:00","A6-EVH","Airbus A380-842","2025-01-10 00:00:00"
1428,"EK415","2025-01-04","Sydney ","SYD","Dubai ","DXB","06:00","06:17","13:54","13:11","13:20","A6-EVH","Airbus A380-842","2025-01-10 00:00:00"
1429,"EK414","2025-01-03","Dubai ","DXB","Sydney ","SYD","02:00","02:21","13:16","22:37","22:30","A6-EVH","Airbus A380-842","2025-01-10 00:00:00"
1430,"EK216","2025-01-02","Los Angeles ","LAX","Dubai ","DXB","15:35","15:50","15:20","19:10","19:30","A6-EVH","Airbus A380-842","2025-01-10 00:00:00"
1431,"EK317","2025-01-09","Osaka ","KIX","Dubai ","DXB","23:30","01:13","10:24","06:37","05:45","A6-EVI","Airbus A380-842","2025-01-10 00:00:00"
1432,"EK316","2025-01-08","Dubai ","DXB","Osaka ","KIX","03:05","03:21","8:12","16:34","17:05","A6-EVI","Airbus A380-842","2025-01-10 00:00:00"
1433,"EK78","2025-01-08","Nice ","NCE","Dubai ","DXB","14:30","15:04","5:57","00:00","23:35","A6-EVI","Airbus A380-842","2025-01-10 00:00:00"
1434,"EK77","2025-01-08","Dubai ","DXB","Nice ","NCE","08:20","08:56","6:30","12:26","12:35","A6-EVI","Airbus A380-842","2025-01-10 00:00:00"
1435,"EK407","2025-01-07","Melbourne ","MEL","Dubai ","DXB","22:30","22:49","13:34","05:23","05:40","A6-EVI","Airbus A380-842","2025-01-10 00:00:00"
1436,"EK406","2025-01-06","Dubai ","DXB","Melbourne ","MEL","10:00","11:06","12:42","06:48","06:25","A6-EVI","Airbus A380-842","2025-01-10 00:00:00"
1437,"EK204","2025-01-05","New York ","JFK","Dubai ","DXB","10:40","11:10","12:04","08:14","08:10","A6-EVI","Airbus A380-842","2025-01-10 00:00:00"
1438,"EK203","2025-01-04","Dubai ","DXB","New York ","JFK","02:35","03:06","13:43","07:49","08:15","A6-EVI","Airbus A380-842","2025-01-10 00:00:00"
1439,"EK2","2025-01-04","London ","LHR","Dubai ","DXB","13:40","14:43","6:00","00:43","00:40","A6-EVI","Airbus A380-842","2025-01-10 00:00:00"
1440,"EK1","2025-01-04","Dubai ","DXB","London ","LHR","07:45","08:11","7:42","11:53","11:40","A6-EVI","Airbus A380-842","2025-01-10 00:00:00"
1441,"EK413","2025-01-03","Sydney ","SYD","Dubai ","DXB","21:45","22:01","13:37","04:37","05:15","A6-EVI","Airbus A380-842","2025-01-10 00:00:00"
1442,"EK124","2025-01-09","Istanbul ","IST","Dubai ","DXB","16:25","16:50","3:57","21:47","21:50","A6-EVJ","Airbus A380-842","2025-01-10 00:00:00"
1443,"EK123","2025-01-09","Dubai ","DXB","Istanbul ","IST","10:15","10:34","4:22","13:55","14:25","A6-EVJ","Airbus A380-842","2025-01-10 00:00:00"
1444,"EK569","2025-01-08","Bengaluru ","BLR","Dubai ","DXB","04:30","04:54","3:33","06:57","07:10","A6-EVJ","Airbus A380-842","2025-01-10 00:00:00"
1445,"EK568","2025-01-08","Dubai ","DXB","Bengaluru ","BLR","21:25","21:53","3:10","02:33","02:30","A6-EVJ","Airbus A380-842","2025-01-10 00:00:00"
1446,"EK216","2025-01-07","Los Angeles ","LAX","Dubai ","DXB","15:35","15:50","15:43","19:33","19:30","A6-EVJ","Airbus A380-842","2025-01-10 00:00:00"
1447,"EK215","2025-01-07","Dubai ","DXB","Los Angeles ","LAX","08:30","09:21","15:28","12:48","12:45","A6-EVJ","Airbus A380-842","2025-01-10 00:00:00"
1448,"EK501","2025-01-06","Mumbai ","BOM","Dubai ","DXB","04:15","05:02","2:53","06:26","06:05","A6-EVJ","Airbus A380-842","2025-01-10 00:00:00"
1449,"EK500","2025-01-06","Dubai ","DXB","Mumbai ","BOM","21:40","22:30","2:41","02:41","02:15","A6-EVJ","Airbus A380-842","2025-01-10 00:00:00"
1450,"EK226","2025-01-05","San Francisco ","SFO","Dubai ","DXB","15:40","16:01","15:06","19:08","19:25","A6-EVJ","Airbus A380-842","2025-01-10 00:00:00"
1451,"EK225","2025-01-05","Dubai ","DXB","San Francisco ","SFO","08:50","09:33","14:55","12:28","12:50","A6-EVJ","Airbus A380-842","2025-01-10 00:00:00"
1452,"EK262","2025-01-04","Sao Paulo ","GRU","Dubai ","DXB","01:30","01:45","13:22","22:08","22:35","A6-EVJ","Airbus A380-842","2025-01-10 00:00:00"
1453,"EK261","2025-01-03","Dubai ","DXB","Sao Paulo ","GRU","09:05","09:41","14:40","17:22","17:35","A6-EVJ","Airbus A380-842","2025-01-10 00:00:00"
1454,"EK406","2025-01-09","Dubai ","DXB","Melbourne ","MEL","10:00","11:03","12:33","06:36","06:25","A6-EVK","Airbus A380-842","2025-01-10 00:00:00"
1455,"EK204","2025-01-08","New York ","JFK","Dubai ","DXB","10:40","10:56","12:08","08:04","08:10","A6-EVK","Airbus A380-842","2025-01-10 00:00:00"
1456,"EK203","2025-01-07","Dubai ","DXB","New York ","JFK","02:35","03:11","13:31","07:43","08:15","A6-EVK","Airbus A380-842","2025-01-10 00:00:00"
1457,"EK409","2025-01-06","Melbourne ","MEL","Dubai ","DXB","06:15","06:38","13:20","12:58","13:10","A6-EVK","Airbus A380-842","2025-01-10 00:00:00"
1458,"EK408","2025-01-05","Dubai ","DXB","Melbourne ","MEL","02:55","04:38","12:56","00:34","23:20","A6-EVK","Airbus A380-842","2025-01-10 00:00:00"
1459,"EK262","2025-01-05","Sao Paulo ","GRU","Dubai ","DXB","01:30","01:53","13:32","22:25","22:35","A6-EVK","Airbus A380-842","2025-01-10 00:00:00"
1460,"EK261","2025-01-04","Dubai ","DXB","Sao Paulo ","GRU","09:05","09:27","14:51","17:18","17:35","A6-EVK","Airbus A380-842","2025-01-10 00:00:00"
1461,"EK449","2025-01-03","Auckland ","AKL","Dubai ","DXB","21:05","21:19","16:15","04:34","05:15","A6-EVK","Airbus A380-842","2025-01-10 00:00:00"
1462,"EK449","2025-01-08","Auckland ","AKL","Dubai ","DXB","21:05","21:30","16:26","04:57","05:15","A6-EVL","Airbus A380-842","2025-01-10 00:00:00"
1463,"EK448","2025-01-07","Dubai ","DXB","Auckland ","AKL","10:05","11:58","15:11","12:10","11:15","A6-EVL","Airbus A380-842","2025-01-10 00:00:00"
1464,"EK204","2025-01-06","New York ","JFK","Dubai ","DXB","10:40","12:28","11:50","09:18","08:10","A6-EVL","Airbus A380-842","2025-01-10 00:00:00"
1465,"EK203","2025-01-05","Dubai ","DXB","New York ","JFK","02:35","03:12","13:47","07:59","08:15","A6-EVL","Airbus A380-842","2025-01-10 00:00:00"
1466,"EK124","2025-01-05","Istanbul ","IST","Dubai ","DXB","16:25","17:28","3:42","22:10","21:50","A6-EVL","Airbus A380-842","2025-01-10 00:00:00"
1467,"EK123","2025-01-05","Dubai ","DXB","Istanbul ","IST","10:15","11:13","4:24","14:37","14:25","A6-EVL","Airbus A380-842","2025-01-10 00:00:00"
1468,"EK414","2025-01-09","Dubai ","DXB","Sydney ","SYD","02:00","02:21","13:03","22:23","22:30","A6-EVM","Airbus A380-842","2025-01-10 00:00:00"
1469,"EK501","2025-01-08","Mumbai ","BOM","Dubai ","DXB","04:15","04:45","2:52","06:07","06:05","A6-EVM","Airbus A380-842","2025-01-10 00:00:00"
1470,"EK500","2025-01-08","Dubai ","DXB","Mumbai ","BOM","21:40","22:09","2:24","02:03","02:15","A6-EVM","Airbus A380-842","2025-01-10 00:00:00"
1471,"EK226","2025-01-07","San Francisco ","SFO","Dubai ","DXB","15:40","15:57","15:15","19:12","19:25","A6-EVM","Airbus A380-842","2025-01-10 00:00:00"
1472,"EK225","2025-01-07","Dubai ","DXB","San Francisco ","SFO","08:50","09:23","15:19","12:42","12:50","A6-EVM","Airbus A380-842","2025-01-10 00:00:00"
1614,"EK9915","2025-01-04","Zaragoza ","ZAZ","Mexico City ","NLU","20:45","13:46","7:30","18:17","02:05","A6-EFO","Boeing 777-F1H","2025-01-10 00:00:00"
3234,"EK529","2025-01-09","Hyderabad ","HYD","Dubai ","DXB","21:20","21:56","3:40","00:06","23:59","A6-EPC","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1473,"EK317","2025-01-06","Osaka ","KIX","Dubai ","DXB","23:30","23:30","10:54","05:24","05:45","A6-EVM","Airbus A380-842","2025-01-10 00:00:00"
1474,"EK316","2025-01-05","Dubai ","DXB","Osaka ","KIX","03:05","03:34","8:19","16:53","17:05","A6-EVM","Airbus A380-842","2025-01-10 00:00:00"
1475,"EK216","2025-01-04","Los Angeles ","LAX","Dubai ","DXB","15:35","16:52","15:03","19:55","19:30","A6-EVM","Airbus A380-842","2025-01-10 00:00:00"
1476,"EK215","2025-01-04","Dubai ","DXB","Los Angeles ","LAX","08:30","09:19","15:39","12:58","12:45","A6-EVM","Airbus A380-842","2025-01-10 00:00:00"
1477,"EK407","2025-01-03","Melbourne ","MEL","Dubai ","DXB","22:30","22:46","13:28","05:14","05:40","A6-EVM","Airbus A380-842","2025-01-10 00:00:00"
1478,"EK211","2025-01-09","Dubai ","DXB","Houston ","IAH","09:45","10:08","16:01","16:08","16:20","A6-EVN","Airbus A380-842","2025-01-10 00:00:00"
1479,"EK317","2025-01-08","Osaka ","KIX","Dubai ","DXB","23:30","23:26","10:43","05:09","05:45","A6-EVN","Airbus A380-842","2025-01-10 00:00:00"
1480,"EK316","2025-01-07","Dubai ","DXB","Osaka ","KIX","03:05","03:33","8:13","16:45","17:05","A6-EVN","Airbus A380-842","2025-01-10 00:00:00"
1481,"EK355","2025-01-07","Singapore ","SIN","Dubai ","DXB","21:00","21:37","7:08","00:45","01:00","A6-EVN","Airbus A380-842","2025-01-10 00:00:00"
1482,"EK354","2025-01-06","Dubai ","DXB","Singapore ","SIN","03:15","03:54","6:59","14:53","14:40","A6-EVN","Airbus A380-842","2025-01-10 00:00:00"
1483,"EK8","2025-01-06","London ","LHR","Dubai ","DXB","09:10","09:42","6:23","20:05","20:00","A6-EVN","Airbus A380-842","2025-01-10 00:00:00"
1484,"EK7","2025-01-05","Dubai ","DXB","London ","LHR","03:10","03:36","7:26","07:01","07:10","A6-EVN","Airbus A380-842","2025-01-10 00:00:00"
